merchant_name,City,Final City,Status,Category
Isso,Battaramulla,Battaramulla,Active,Food
Isso,Colombo 02,Colombo 02,Active,Food
Isso,Colombo 03,Colombo  03,Active,Food
Isso,Negombo,Negambo,Active,Food
Isso,Trincomalee,Trincomalee,Active,Food
Sushi Kai,Colombo 05,Colombo 05,Active,Food
Sushi Kai,Thalawathugoda,Thalawathugoda,Active,Food
Mannat Couture,Colombo 06,Colombo 06,Active,Fashion
The Factory Outlet,Colombo 05,Colombo 05,Active,Fashion
The Factory Outlet,Galle,Galle,Active,Fashion
Avirat�,Colombo 07,Colombo 07,Active,Fashion
Avirat�,Kandy City Center,Kandy,Active,Fashion
Seerock The King's Domain Hotel,"Indigaswewa, Sigiriya, Dambulla",Dambulla,Active,Hotel
Cafe Noir�,Battaramulla,Battaramulla,Active,Food
Cafe Noir�,Alfred House Gardens,Colombo 03,Active,Food
Cafe Noir�,Thimbirigasyaya,Colombo 05,Active,Food
Cafe Noir�,Pannipitiya,Pannipitiya,Active,Food
Cafe Noir�,Wattala,Wattala,Active,Food
Strong.lk,Nugegoda,Nugegoda,Active,Fitness
Strong.lk,Mount Lavinia,Mount Lavinia,Active,Fitness
Kingsman Studio,Colombo 04,Colombo 04,Active,Fashion
PREMIUM OIL STORE,Nugegoda,Nugegoda ,Active,Automobile
Attanayake Opticians,Colombo 03,Colombo 03,Active,Opticians
ME Colombo,Colombo 05,Colombo 05,Active,Hotel
Tamarind Hill,"Dadella, Galle",Galle,Active,Hotel
The Habitat,Kosgoda,Galle,Active,Hotel
Le Grand Galle,Galle,Galle,Active,Hotel
Tea Avenue,Colombo 02,Colombo 02,Active,Food
Tea Avenue,Colombo 03,Colombo 03,Active,Food
Tea Avenue,Colombo 05,Colombo 05,Active,Food
Tea Avenue,Galle,Galle,Active,Food
Tea Avenue,Malabe,Malabe,Active,Food
Tea Avenue,"Pitakotte, Kotte",Sri Jayawardhanapura,Active,Food
Tea Avenue,Pepiliyana,Pepiliyana,Active,Food
Tea Avenue,Wattala,Wattala,Active,Food
Cool Kidz,Colombo 04,Colombo 04,Active,Baby
BC Lifestyle Salon and Nail Studio,Mount Lavinia,Mount Lavinia,Active,Personal Care
BC Nail Studio,One Galle Face Mall,Colombo 02,Active,Personal Care
BC Nail Studio,Rajagiriya,Rajagiriya,Active,Personal Care
Hilldale Retreat,"Labookellie, Nuwara Eliya",Nuwara Eliya,Active,Hotel
Spring and Summer,Maharagama,Maharagama,Active,Fashion
Spring and Summer,Negombo,Negombo,Active,Fashion
Spring and Summer,Nugegoda,Nugegoda,Active,Fashion
Spring and Summer,Panadura,Panadura,Active,Fashion
Spring and Summer,Wattala,Wattala,Active,Fashion
Zigzag,Flagship Store,Colombo 03,Active,Fashion
Zigzag,Negombo,Negombo,Active,Fashion
Wimaladharma & Sons,Colombo 05,Colombo 05,Active,Watches
Wimaladharma & Sons,Kotte,Sri Jayawardhanapura,Active,Watches
Wimaladharma & Sons,Wattala,Wattala,Active,Watches
The Sizzle,Colombo 03,Colombo 03,Active,Food
Chola Authentic Indian Restaurant,One Galle Face,Colombo 02,Active,Food
Chola Authentic Indian Restaurant,Colombo 00600,Colombo 06,Active,Food
Chola Authentic Indian Restaurant,Kynsey Road,Colombo 07,Active,Food
Chola Authentic Indian Restaurant,Thalawathugoda,Thalawathugoda,Active,Food
Chola Authentic Indian Restaurant,Wattala,Wattala,Active,Food
Jeya Book Center,Colombo 03,Colombo 03,Active,Books & Stationery
Jeya Book Center,Colombo 11,Colombo 11,Active,Books & Stationery
Jeya Book Center,Kandy,Kandy,Active,Books & Stationery
Jeya Book Center,Nugegoda,Nugegoda,Active,Books & Stationery
Jeya Book Center,Wattala,Wattala,Active,Books & Stationery
Bowl'd,"30, Sea View Avenue, Colombo 00300",Colombo 03,Active,Food
Peach Valley,"27 Flower Rd, Colombo 00700",Colombo 07,Active,Food
The Vanta Studios,"355, R. A. De Mel Mawatha, Colombo 00500",Colombo 05,Active,Fashion
Mimosa,One Galle Face - L2-21,Colombo 02,Active,Fashion
Mimosa,Cinnamon Life,Colombo 02,Active,Fashion
Mimosa,"355, R. A. De Mel Mawatha, Colombo 03",Colombo 03,Active,Fashion
Mimosa,Havelock City Mall,Colombo 05,Active,Fashion
Mimosa,Negambo,Negambo,Active,Fashion
Dilly & Carlo,Colombo City Center,Colombo 02,Active,Fashion
Dilly & Carlo,One Galle Face - L2-22,Colombo 02,Active,Fashion
Dilly & Carlo,One Galle Face L - 4,Colombo 02,Active,Fashion
Dilly & Carlo,"No. L 29 Crescat Boulevard, Galle Road, Colombo 03",Colombo 03,Active,Fashion
Dilly & Carlo,"No. 38, Ground Floor, Liberty Plaza, Galle Road, Colombo 03",Colombo 03,Active,Fashion
Dilly & Carlo,Havelock City Mall,Colombo 05,Active,Fashion
Dilly & Carlo,"Flagship Store, Flower Road, Colombo 07",Colombo 07,Active,Fashion
Aroma Bliss Ceylon,Bambalapitiya,Colombo 04,Active,Personal Care
Aroma Bliss Ceylon,Colombo 07,Colombo 07,Active,Personal Care
Aroma Bliss Ceylon,Negombo,Negombo,Active,Personal Care
Mama Louie's,"49 Skelton Rd, Colombo 05",Colombo 05,Active,Food
Mama Louie's,Kotte,Sri Jayawardhanapura,Active,Food
PastaMania,One Galle Face,Colombo 02,Active,Food
PastaMania,"502 R. A. De Mel Mawatha, Colombo 00300",Colombo 03,Active,Food
Island Wraps,"22 Bagatelle Road, Colombo 00300",Colombo 02,Active,Food
The Mango Tree,Colombo 03,Colombo 03,Active,Food
The Mango Tree,Colombo 05,Colombo 05,Active,Food
The Mango Tree,Colombo 06,Colombo 06,Active,Food
The Mango Tree,Colombo 07,Colombo 07,Active,Food
Made in Earth,Colombo 08,Colombo 08,Active,Groceries
Chinese Dragon Cafe,Bambalapitiya,Colombo 04,Active,Food
Chinese Dragon Cafe,Jaffna,Jaffna,Active,Food
Chinese Dragon Cafe,Kaduwela,Kaduwela,Active,Food
Chinese Dragon Cafe,Kandana,Kandana,Active,Food
Chinese Dragon Cafe,Nugegoda,Nugegoda,Active,Food
Chinese Dragon Cafe,Pelawatta,Battaramulla,Active,Food
Chinese Dragon Cafe,Rajagiriya,Rajagiriya,Active,Food
Chinese Dragon Cafe,Ratmalana,Ratmalana,Active,Food
Chinese Dragon Cafe,Wattala,Wattala,Active,Food
ShirtWorks,Colpetty SWX,Colombo 03,Active,Fashion
ShirtWorks,Bambalapitiya SWX,Colombo 04,Active,Fashion
ShirtWorks,Panadura SWX,Panadura,Active,Fashion
Union Chemists,Colombo 02,Colombo 02,Active,Pharmacy
Union Chemists,"Alfred Place, Colombo 03",Colombo 03,Active,Pharmacy
Union Chemists,"Kirula Road, Colombo - 05",Colombo 05,Active,Pharmacy
Union Chemists,"Castle Street, Colombo - 08",Colombo 08,Active,Pharmacy
Union Chemists,"Deans Road, Colombo - 10",Colombo 10,Active,Pharmacy
Union Chemists,"Hospital Street, Kalubowila",Dehiwala,Active,Pharmacy
Union Chemists,Kalubowila,Dehiwala,Active,Pharmacy
Union Chemists,Thalawathugoda,Thalawathugoda,Active,Pharmacy
Union Chemists,"Negombo Road, Wattala",Wattala,Active,Pharmacy
Stripes and Checks,One Galle Face,Colombo 02,Active,Fashion
Stripes and Checks,Colombo City Center ,Colombo 02,Active,Fashion
Stripes and Checks,Havelock Road,Colombo 05,Active,Fashion
Stripes and Checks,Ward Place,Colombo 07,Active,Fashion
Stripes and Checks,Mount Lavinia,Mount Lavinia,Active,Fashion
THIRTEEN THIRTYONE,Colombo 05,Colombo 05,Active,Fashion
TecRoot,Colombo 04,Colombo 04,Active,Games
KOTTULABS,Kelaniya,Kelaniya,Active,Food
KOTTULABS,Wattala,Wattala,Active,Food
The English Cake Company,One Galle Face,Colombo 02,Active,Food
The English Cake Company,Colombo 5,Colombo 05,Active,Food
The English Cake Company,Havelock City Mall,Colombo 05,Active,Food
Cool Planet,Pelawatte,Battaramulla,Active,Fashion
Cool Planet,Exibit,Colombo 02,Active,Fashion
Cool Planet,Colombo 05,Colombo 05,Active,Fashion
Cool Planet,Havelock City Mall,Colombo 05,Active,Fashion
Cool Planet,Kandy,Kandy,Active,Fashion
Cool Planet,Exibit - KCC,Kandy,Active,Fashion
Cool Planet,Malabe,Malabe,Active,Fashion
Cool Planet,Maharagama,Malabe,Active,Fashion
Cool Planet,Katubedda,Moratuwa,Active,Fashion
Cool Planet,Kirula,Narhenpita,Active,Fashion
Cool Planet,Nugegoda,Nugegoda,Active,Fashion
Cool Planet,Wattala,Wattala,Active,Fashion
Sarasavi Book Shop (Samudradevi Rd-Nugegoda Only),Samudra Devi Rd (Nugegoda),Nugegoda,Active,Books & Stationery
Nil's Store,OGF Mall,Colombo 02,Active,Fashion
Nil's Store,Galle,Galle,Active,Fashion
Nil's Store,Kandy,Kandy,Active,Fashion
Nil's Store,Kurunegala,Kurunegala,Active,Fashion
Nil's Store,Maharagama,Maharagama,Active,Fashion
Nil's Store,Nugegoda,Nugegoda,Active,Fashion
Nil's Store,Panadura,Panadura,Active,Fashion
Nil's Store,Thalawathugoda,Thalawathugoda,Active,Fashion
Nil's Store,Wattala,Wattala,Active,Fashion
Nil's Store,Mahabage,Wattala,Active,Fashion
Keells,Gothatuwa,Angoda,Active,Supermarkets
Keells,Mulleriyawa,Angoda,Active,Supermarkets
Keells,Anuradhapura,Anuradhpura,Active,Supermarkets
Keells,Avissawella,Avissawella,Active,Supermarkets
Keells,Bandaragama,Bandaragama,Active,Supermarkets
Keells,Thalahena,Baththramulla,Active,Supermarkets
Keells,Beruwala,Beruwala,Active,Supermarkets
Keells,Biyagama,Biyagama,Active,Supermarkets
Keells,Mawaramandiya,Biyagama,Active,Supermarkets
Keells,Sinharamulla,Biyagama,Active,Supermarkets
Keells,Boralasgomuwa,Boralasgamuwa,Active,Supermarkets
Keells,Raththanapitiya,Boralasgamuwa,Active,Supermarkets
Keells,Chilaw,chilaw,Active,Supermarkets
Keells,Marawila,chilaw,Active,Supermarkets
Keells,Wennappuwa,chilaw,Active,Supermarkets
Keells,Akuregoda,Hokandara,Active,Supermarkets
Keells,Arangala,Athurugiriya,Active,Supermarkets
Keells,Attidiya 2,Dehiwala,Active,Supermarkets
Keells,Athurugiriya 2,Athurugiriya,Active,Supermarkets
Keells,Battaramulla,Battaramulla,Active,Supermarkets
Keells,Shangri-La Mall,Colombo 02,Active,Supermarkets
Keells,Union Place,Colombo 02,Active,Supermarkets
Keells,Crescat,Colombo 03,Active,Supermarkets
Keells,Marine Drive,Colombo 04,Active,Supermarkets
Keells,Thimbirigasyaya,Colombo 05,Active,Supermarkets
Keells,Thurstan ,Colombo 07,Active,Supermarkets
Keells,Borella,Colombo 08,Active,Supermarkets
Keells,Darley Road,Colombo 1,Active,Supermarkets
Keells,Kotahena 1,Colombo 13,Active,Supermarkets
Keells,Kotahena 2,Colombo 13,Active,Supermarkets
Keells,Mattakkuliya,Colombo 15,Active,Supermarkets
Keells,Duplication Road,Colombo 3,Active,Supermarkets
Keells,Edmonton,Colombo 5,Active,Supermarkets
Keells,Havelock Road,Colombo 5,Active,Supermarkets
Keells,Dehiwala,Dehiwala,Active,Supermarkets
Keells,Eheliyagoda,Eheliyagoda,Active,Supermarkets
Keells,Embilipitiya,Embilipitiya,Active,Supermarkets
Keells,Ambalangoda,Ambalangoda,Active,Supermarkets
Keells,Galle 1,Galle,Active,Supermarkets
Keells,Galle 2 (Kalegana),Galle,Active,Supermarkets
Keells,Karapitiya,Galle,Active,Supermarkets
Keells,Gampaha 2,Gampaha,Active,Supermarkets
Keells,Gamsabha,Gampaha,Active,Supermarkets
Keells,Miriswatta,Gampaha,Active,Supermarkets
Keells,Yakkala,Gampaha,Active,Supermarkets
Keells,Gampola,Gampola,Active,Supermarkets
Keells,Ganemulla,Ganemulla,Active,Supermarkets
Keells,Hokandara,Hokandara,Active,Supermarkets
Keells,Godagama,Homagama,Active,Supermarkets
Keells,Homagama,Homagama,Active,Supermarkets
Keells,Horana,Horana,Active,Supermarkets
Keells,Ja-Ela 2 (Ekala),Ja Ela,Active,Supermarkets
Keells,Ja Ela 3,Ja Ela,Active,Supermarkets
Keells,Jaffna,Jaffna,Active,Supermarkets
Keells,Eldeniya,Kadawatha,Active,Supermarkets
Keells,Kirillawala,Kadawatha,Active,Supermarkets
Keells,Kaduwela,Kaduwela,Active,Supermarkets
Keells,Aggona,Kaduwela,Active,Supermarkets
Keells,Thihariya,Kalagedihena,Active,Supermarkets
Keells,Aluthgama,Kalutara,Active,Supermarkets
Keells,Kaluthara 2,Kalutara,Active,Supermarkets
Keells,Kaluthara,Kalutara,Active,Supermarkets
Keells,Kandy 1,Kandy,Active,Supermarkets
Keells,Kandy 2,Kandy,Active,Supermarkets
Keells,Kandy 3,Kandy,Active,Supermarkets
Keells,Pallakelle,Kandy,Active,Supermarkets
Keells,Katugastota 2,Kandy,Active,Supermarkets
Keells,Katugastota,Katugastota,Active,Supermarkets
Keells,Seeduwa,Katunayake,Active,Supermarkets
Keells,Andiambalama,Katunayake,Active,Supermarkets
Keells,Kegalle,Kegalle,Active,Supermarkets
Keells,Kelaniya,Kelaniya,Active,Supermarkets
Keells,Tyre Junction,Kelaniya,Active,Supermarkets
Keells,Kiribathgoda 1,Kiribathgoda,Active,Supermarkets
Keells,Kiribathgoda 2,Kiribathgoda,Active,Supermarkets
Keells,Makola,Kiribathgoda,Active,Supermarkets
Keells,Kurunegala 2,Kurunegala,Active,Supermarkets
Keells,Kurunegala 3,Kurunegala,Active,Supermarkets
Keells,Maharagama 1,Maharagama,Active,Supermarkets
Keells,Maharagama 2,Maharagama,Active,Supermarkets
Keells,Maharagama 3,Maharagama,Active,Supermarkets
Keells,Pittugala,Malabe,Active,Supermarkets
Keells,Matale 2,Matale,Active,Supermarkets
Keells,Matale 1,Matale,Active,Supermarkets
Keells,Matara 1,Matara,Active,Supermarkets
Keells,Matara - Broadway,Matara,Active,Supermarkets
Keells,Matara 2,Matara,Active,Supermarkets
Keells,Matugama,Matugama,Active,Supermarkets
Keells,Mawanella,Mawanella,Active,Supermarkets
Keells,Minuwangoda,Minuwangoda,Active,Supermarkets
Keells,Katubedda,Moratuwa,Active,Supermarkets
Keells,Moratuwa 3,Moratuwa,Active,Supermarkets
Keells,Moratuwa Mall,Moratuwa,Active,Supermarkets
Keells,Kalubowila,Mount Lavinia,Active,Supermarkets
Keells,Mount Lavinia,Mount Lavinia,Active,Supermarkets
Keells,Rathmalana,Mount Lavinia,Active,Supermarkets
Keells,Negombo 3 (Dalupotha),Negambo,Active,Supermarkets
Keells,Kochchikade,Negambo,Active,Supermarkets
Keells,Negombo - Kurana,Negambo,Active,Supermarkets
Keells,Negombo 2 (Kimbulapitiya),Negambo,Active,Supermarkets
Keells,Negombo - Telwatta,Negambo,Active,Supermarkets
Keells,Embuldeniya,Nugegoda,Active,Supermarkets
Keells,Kohuwala 1,Nugegoda,Active,Supermarkets
Keells,Kohuwala 2,Nugegoda,Active,Supermarkets
Keells,Kotte,Sri Jayawardhanapura,Active,Supermarkets
Keells,Nawala,Nugegoda,Active,Supermarkets
Keells,Pitakotte 1,Sri Jayawardhanapura,Active,Supermarkets
Keells,Pitakotte 2,Sri Jayawardhanapura,Active,Supermarkets
Keells,Wijerama,Nugegoda,Active,Supermarkets
Keells,Nugegoda 2,Nugegoda,Active,Supermarkets
Keells,Gorakana,Panadura,Active,Supermarkets
Keells,Panadura 4 (Nalluruwa),Panadura,Active,Supermarkets
Keells,Panadura 2,Panadura,Active,Supermarkets
Keells,Panadura 3 (Wekada),Panadura,Active,Supermarkets
Keells,Kottawa 2,Pannipitiya,Active,Supermarkets
Keells,Kottawa 3,Pannipitiya,Active,Supermarkets
Keells,Pannipitiya,Pannipitiya,Active,Supermarkets
Keells,Vidyala Junction,Pannipitiya,Active,Supermarkets
Keells,kesbewa 1,Kesbewa,Active,Supermarkets
Keells,Kesbawa 2,Kesbewa,Active,Supermarkets
Keells,Piliyandala 1,Piliyandala,Active,Supermarkets
Keells,Piliyandala 2,Piliyandala,Active,Supermarkets
Keells,Puttalam,Puttalam,Active,Supermarkets
Keells,Ragama Delpe,Ragama,Active,Supermarkets
Keells,Ragama,Ragama,Active,Supermarkets
Keells,Rajagiriya 1,Rajagiriya,Active,Supermarkets
Keells,Rajagiriya 2,Rajagiriya,Active,Supermarkets
Keells,Rathnapura,Rathnapura,Active,Supermarkets
Keells,Rathnapura 2,Rathnapura,Active,Supermarkets
Keells,Tangalle,Tangalle,Active,Supermarkets
Keells,Thalawathugoda 1 (Capital Mall,Thalawathugoda,Active,Supermarkets
Keells,Thalawathugoda 2,Thalawathugoda,Active,Supermarkets
Keells,Thalawathugoda 3,Thalawathugoda,Active,Supermarkets
Keells,Wadduwa,Wadduwa,Active,Supermarkets
Keells,Enderamulla,Wattala,Active,Supermarkets
Keells,Kerawalapitiya,Wattala,Active,Supermarkets
Keells,Mahabage 2,Wattala,Active,Supermarkets
Keells,Wattala 2,Wattala,Active,Supermarkets
Keells,Wellampitiya,Wellampitiya,Active,Supermarkets
Keells,Divulapitiya,Divulapitiya,Active,Supermarkets
Street Burger,Bambalapitiya,Colombo 04,Active,Food
Street Burger,Galle,Galle,Active,Food
Street Burger,Ja Ela,Ja Ela,Active,Food
Street Burger,Maharagama,Maharagama,Active,Food
Street Burger,Mount Lavinia,Mount Lavinia,Active,Food
Street Burger,Nawala,Nawala,Active,Food
Street Burger,Negombo,Negambo,Active,Food
Street Burger,Kotte,Sri Jayawardhanapura,Active,Food
Street Burger,Wattala,Wattala,Active,Food
Quantum Fitness,Battaramulla,Colombo,Active,Fitness
Quantum Fitness,Colombo 04,Colombo 04,Active,Fitness
Quantum Fitness,Galle,Galle,Active,Fitness
Quantum Fitness,Kandy,Kandy,Active,Fitness
House of Wines,Colombo 07,Colombo 03,Active,Food
Theva Residency,Kandy,Kandy,Active,Hotel
Water Garden Sigiriya,Sigiriya,Sigiriya,Active,Hotel
The Blue Water Hotel and Spa,Kalutara,Kalutara,Active,Hotel
Glenross Living,Kalutara,Kalutara,Active,Hotel
Singer,AGALAWATTA,AGALAWATTA,Active,Homeware
Singer,AHANGAMA,AHANGAMA,Active,Homeware
Singer,AKKARAIPATTU,AKKARAIPATTU,Active,Homeware
Singer,AKURANA,AKURANA,Active,Homeware
Singer,AKURESSA,AKURESSA,Active,Homeware
Singer,AKURESSA - B,AKURESSA ,Active,Homeware
Singer,ALAWATHUGODA,ALAWATHUGODA,Active,Homeware
Singer,ALAWWA,ALAWWA,Active,Homeware
Singer,ALUTHGAMA,ALUTHGAMA,Active,Homeware
Singer,AMBALANGODA,AMBALANGODA,Active,Homeware
Singer,AMBALANTHOTA - B,AMBALANTHOTA ,Active,Homeware
Singer,AMBALANTOTA,AMBALANTOTA,Active,Homeware
Singer,AMPARA,AMPARA,Active,Homeware
Singer,AMPARA - C,AMPARA ,Active,Homeware
Singer,ANAMADUWA,ANAMADUWA,Active,Homeware
Singer,ANGODA,ANGODA,Active,Homeware
Singer,ANGUNAKOLAPELESSA,ANGUNAKOLAPELESSA,Active,Homeware
Singer,SHOMES- ANURADHAPURA,ANURADHAPUR,Active,Homeware
Singer,ANURADHAPURA A,ANURADHAPURA ,Active,Homeware
Singer,ANURADHAPURA B,ANURADHAPURA ,Active,Homeware
Singer,ANURADHAPURA C,ANURADHAPURA ,Active,Homeware
Singer,ARALAGANWILA,ARALAGANWILA,Active,Homeware
Singer,ATHURUGIRIYA,ATHURUGIRIYA,Active,Homeware
Singer,ATTIDIYA,ATTIDIYA,Active,Homeware
Singer,AVISSAWELLA,AVISSAWELLA,Active,Homeware
Singer,AVISSAWELLA - B,AVISSAWELLA ,Active,Homeware
Singer,BADALKUMBURA,BADALKUMBURA,Active,Homeware
Singer,BADDEGAMA,BADDEGAMA,Active,Homeware
Singer,BADULLA,BADULLA,Active,Homeware
Singer,SHOMES-BADULLA,BADULLA,Active,Homeware
Singer,BADULLA - C,BADULLA ,Active,Homeware
Singer,BADULLA B,BADULLA ,Active,Homeware
Singer,BADURALIYA,BADURALIYA,Active,Homeware
Singer,BAKAMOONA,BAKAMOONA,Active,Homeware
Singer,BALANGODA,BALANGODA,Active,Homeware
Singer,BALANGODA - B,BALANGODA ,Active,Homeware
Singer,BANDARAGAMA,BANDARAGAMA,Active,Homeware
Singer,BANDARAWELA,BANDARAWELA,Active,Homeware
Singer,BANDARAWELA -C,BANDARAWELA ,Active,Homeware
Singer,BANDARAWELA B,BANDARAWELA ,Active,Homeware
Singer,BATTARAMULLA,BATTARAMULLA,Active,Homeware
Singer,BATTICALOA,BATTICALOA,Active,Homeware
Singer,BATTICALOA B,BATTICALOA ,Active,Homeware
Singer,BELIATTA,BELIATTA,Active,Homeware
Singer,BERUWELA SHOP,BERUWELA ,Active,Homeware
Singer,BIBILE,BIBILE,Active,Homeware
Singer,BINGIRIYA,BINGIRIYA,Active,Homeware
Singer,BORALESGAMUWA,BORALESGAMUWA,Active,Homeware
Singer,BUDGET-SHOP -BORELLA,BORELLA,Active,Homeware
Singer,BORELLA C,BORELLA ,Active,Homeware
Singer,BUDGET SHOP-E-GODA,E-GODA,Active,Homeware
Singer,BUDGET SHOP-HORANA,HORANA,Active,Homeware
Singer,BULATHKOHUPITIYA,BULATHKOHUPITIYA,Active,Homeware
Singer,BULATHSINGHALA,BULATHSINGHALA,Active,Homeware
Singer,BUTTALA,BUTTALA,Active,Homeware
Singer,CHANKANI,CHANKANI,Active,Homeware
Singer,CHAVAKACHCHERI,CHAVAKACHCHERI,Active,Homeware
Singer,CHENKALADY,CHENKALADY,Active,Homeware
Singer,CHILAW,CHILAW,Active,Homeware
Singer,CHUNNAKAM - B,CHUNNAKAM ,Active,Homeware
Singer,COLPETTY,COLPETTY,Active,Homeware
Singer,BUDGET SHOP-DAMBULLA,DAMBULLA,Active,Homeware
Singer,DAMBULLA,DAMBULLA,Active,Homeware
Singer,DANKOTUWA,DANKOTUWA,Active,Homeware
Singer,DARGA TOWN,DARGA TOWN,Active,Homeware
Singer,DEHIATTAKANDIYA,DEHIATTAKANDIYA,Active,Homeware
Singer,DEHIOWITA,DEHIOWITA,Active,Homeware
Singer,DEHIWELA,DEHIWELA,Active,Homeware
Singer,DELGODA,DELGODA,Active,Homeware
Singer,DELKANDA,DELKANDA,Active,Homeware
Singer,DENIYAYA,DENIYAYA,Active,Homeware
Singer,DERANIYAGALA,DERANIYAGALA,Active,Homeware
Singer,DICKWELLA,DICKWELLA,Active,Homeware
Singer,DICKWELLA - B,DICKWELLA ,Active,Homeware
Singer,DIGANA,DIGANA,Active,Homeware
Singer,DIGANA - B,DIGANA - ,Active,Homeware
Singer,DIPPITIYA,DIPPITIYA,Active,Homeware
Singer,DIVULAPITIYA,DIVULAPITIYA,Active,Homeware
Singer,DIYABEDUMA,DIYABEDUMA,Active,Homeware
Singer,DIYASENAPURA,DIYASENAPURA,Active,Homeware
Singer,DIYATHALAWA,DIYATHALAWA,Active,Homeware
Singer,DOMPE,DOMPE,Active,Homeware
Singer,EHELIYAGODA,EHELIYAGODA,Active,Homeware
Singer,EHELIYAGODA - B,EHELIYAGODA,Active,Homeware
Singer,ELPITIYA,ELPITIYA,Active,Homeware
Singer,EMBILIPITI NEW TOWN,EMBILIPITI NEW TOWN,Active,Homeware
Singer,EMBILIPITIYA,EMBILIPITIYA,Active,Homeware
Singer,EPPAWELA,EPPAWELA,Active,Homeware
Singer,ETTAMPITIYA,ETTAMPITIYA,Active,Homeware
Singer,GALAGEDARA,GALAGEDARA,Active,Homeware
Singer,GALAHA,GALAHA,Active,Homeware
Singer,GALENBIDUNUWEWA,GALENBIDUNUWEWA,Active,Homeware
Singer,GALEWELA - B,GALEWELA - ,Active,Homeware
Singer,GALGAMUWA,GALGAMUWA,Active,Homeware
Singer,GALLE - C,GALLE ,Active,Homeware
Singer,GALLE B,GALLE B,Active,Homeware
Singer,GALLE-A,GALLE-A,Active,Homeware
Singer,GALNEWA,GALNEWA,Active,Homeware
Singer,GAMPAHA,GAMPAHA,Active,Homeware
Singer,GAMPOLA,GAMPOLA,Active,Homeware
Singer,GAMPOLA - C,GAMPOLA ,Active,Homeware
Singer,GANEMULLA,GANEMULLA,Active,Homeware
Singer,GELIOYA,GELIOYA,Active,Homeware
Singer,GINIGATHHENA,GINIGATHHENA,Active,Homeware
Singer,GIRANDURUKOTTE,GIRANDURUKOTTE,Active,Homeware
Singer,GIRIULLA,GIRIULLA,Active,Homeware
Singer,GODAKAWELA,GODAKAWELA,Active,Homeware
Singer,GOTHATUWA,GOTHATUWA,Active,Homeware
Singer,HABARADUWA,HABARADUWA,Active,Homeware
Singer,HABARANA,HABARANA,Active,Homeware
Singer,HAKMANA,HAKMANA,Active,Homeware
Singer,HALDUMMULLA,HALDUMMULLA,Active,Homeware
Singer,HALI-ELA,HALI-ELA,Active,Homeware
Singer,HAMBANTOTA,HAMBANTOTA,Active,Homeware
Singer,HANWELLA,HANWELLA,Active,Homeware
Singer,HAPUTHALE,HAPUTHALE,Active,Homeware
Singer,HATTON,HATTON,Active,Homeware
Singer,HEMMATHAGAMA,HEMMATHAGAMA,Active,Homeware
Singer,HETTIPOLA,HETTIPOLA,Active,Homeware
Singer,HIKKADUWA,HIKKADUWA,Active,Homeware
Singer,HINGURAKGODA,HINGURAKGODA,Active,Homeware
Singer,HIRIPITIYA,HIRIPITIYA,Active,Homeware
Singer,HOMAGAMA,HOMAGAMA,Active,Homeware
Singer,HOMAGAMA - B,HOMAGAMA ,Active,Homeware
Singer,HORANA,HORANA,Active,Homeware
Singer,HOROWPATHANA,HOROWPATHANA,Active,Homeware
Singer,IBBAGAMUWA,IBBAGAMUWA,Active,Homeware
Singer,IMADUWA,IMADUWA,Active,Homeware
Singer,INGIRIYA,INGIRIYA,Active,Homeware
Singer,JA ELA - B,Ja Ela,Active,Homeware
Singer,JA-ELA,Ja Ela,Active,Homeware
Singer,JAFFNA,Jaffna,Active,Homeware
Singer,JAFFNA-HOSPITAL ROAD,Jaffna,Active,Homeware
Singer,JAFFNA PANNAI BRANCH,JAFFNA PANNAI BRANCH,Active,Homeware
Singer,JAYANTHIPURA,JAYANTHIPURA,Active,Homeware
Singer,SHOMES-KADAWATHA,KADAWATHA,Active,Homeware
Singer,KADAWATHA A,KADAWATHA ,Active,Homeware
Singer,KADAWATHA B,KADAWATHA ,Active,Homeware
Singer,KADUGANNAWA,KADUGANNAWA,Active,Homeware
Singer,KADURUWELA,KADURUWELA,Active,Homeware
Singer,KADURUWELA B,KADURUWELA ,Active,Homeware
Singer,KADUWELA,Kaduwela,Active,Homeware
Singer,KAHATAGASDIGILIYA,KAHATAGASDIGILIYA,Active,Homeware
Singer,KAHAWATTA,KAHAWATTA,Active,Homeware
Singer,KAHAWATTA - B,KAHAWATTA,Active,Homeware
Singer,KALAWANA,KALAWANA,Active,Homeware
Singer,KALAWANCHIKUDY,KALAWANCHIKUDY,Active,Homeware
Singer,KALMUNAI,KALMUNAI,Active,Homeware
Singer,KALMUNAI B,KALMUNAI,Active,Homeware
Singer,SHOMES-KALUTARA,KALUTARA,Active,Homeware
Singer,KALUTARA A,KALUTARA ,Active,Homeware
Singer,KAMBURUPITIYA,KAMBURUPITIYA,Active,Homeware
Singer,KANDANA,KANDANA,Active,Homeware
Singer,KANDY,KANDY,Active,Homeware
Singer,KANDY - B,KANDY ,Active,Homeware
Singer,KANTALAI,KANTALAI,Active,Homeware
Singer,KARANDENIYA,KARANDENIYA,Active,Homeware
Singer,KARAPITIYA,KARAPITIYA,Active,Homeware
Singer,KATANA,KATANA,Active,Homeware
Singer,KATARAGAMA,KATARAGAMA,Active,Homeware
Singer,KATTANKUDY,KATTANKUDY,Active,Homeware
